"Salary.Frequency","Salary.Range.From","Salary.Range.To","Posting.Type","Level","X..Of.Positions","Civil.Service.Title","Agency"
"Annual",50000,60000,"Internal","01",1,"CITY PLANNER","DEPARTMENT OF CITY PLANNING"
"Annual",50000,60000,"External","01",1,"CITY PLANNER","DEPARTMENT OF CITY PLANNING"
"Annual",48535,90000,"Internal","00",1,"ADM CONSTRUCTION PRJ MGR-NM","DEPT OF INFO TECH & TELECOMM"
"Annual",50000,60000,"External","00",1,"COMMUNITY COORDINATOR","HOUSING PRESERVATION & DVLPMNT"
"Annual",68239,85556,"Internal","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",68239,85556,"External","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",60417,69480,"Internal","02",1,"PUBLIC HEALTH NURSE","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",50000,60000,"Internal","00",1,"COMMUNITY COORDINATOR","HOUSING PRESERVATION & DVLPMNT"
"Annual",100000,120000,"Internal","00",1,"IT INFRASTRUCTURE ENGINEER","FINANCIAL INFO SVCS AGENCY"
"Annual",100000,120000,"External","00",1,"IT INFRASTRUCTURE ENGINEER","FINANCIAL INFO SVCS AGENCY"
"Annual",53051,145991,"External","M1",2,"DIRECTOR OF FIELD OPERATIONS (","ADMIN FOR CHILDREN'S SVCS"
"Annual",53051,145991,"Internal","M1",2,"DIRECTOR OF FIELD OPERATIONS (","ADMIN FOR CHILDREN'S SVCS"
"Annual",60417,69480,"External","02",1,"PUBLIC HEALTH NURSE","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",63817,73389,"Internal","00",1,"ASSOCIATE STAFF ANALYST","HRA/DEPT OF SOCIAL SERVICES"
"Hourly",18,22,"Internal","00",1,"ENVIRONMENTAL HEALTH TECHNICIA","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",35213,40495,"External","00",1,"STUDENT LEGAL SPECIALIST","LAW DEPARTMENT"
"Annual",35213,40495,"Internal","00",1,"STUDENT LEGAL SPECIALIST","LAW DEPARTMENT"
"Annual",37085,54243,"External","00",1,"WATERSHED MAINTAINER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",37085,54243,"Internal","00",1,"WATERSHED MAINTAINER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",48895,75900,"Internal","00",1,"COMMUNITY COORDINATOR","EQUAL EMPLOY PRACTICES COMM"
"Hourly",18,22,"External","00",1,"ENVIRONMENTAL HEALTH TECHNICIA","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",58675,115000,"External","M2",1,"ADMINISTRATIVE TAX AUDITOR","DEPARTMENT OF FINANCE"
"Annual",58675,115000,"Internal","M2",1,"ADMINISTRATIVE TAX AUDITOR","DEPARTMENT OF FINANCE"
"Annual",57210,100000,"External","M1",1,"COMPUTER SYSTEMS MANAGER","ADMIN TRIALS AND HEARINGS"
"Annual",57210,100000,"Internal","M1",1,"COMPUTER SYSTEMS MANAGER","ADMIN TRIALS AND HEARINGS"
"Annual",42856,49284,"Internal","01",1,"PRINCIPAL ADMINISTRATIVE ASSOC","DEPARTMENT OF FINANCE"
"Annual",76340,87791,"External","03",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",83323,108101,"External","03",1,"COMPUTER SPECIALIST (SOFTWARE)","ADMIN FOR CHILDREN'S SVCS"
"Annual",76340,87791,"Internal","03",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",68239,85644,"External","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",100000,120000,"Internal","M3",1,"ADMINISTRATIVE TRANSPORTATION","DEPARTMENT OF TRANSPORTATION"
"Annual",100000,120000,"External","M3",1,"ADMINISTRATIVE TRANSPORTATION","DEPARTMENT OF TRANSPORTATION"
"Annual",83323,108101,"Internal","03",1,"COMPUTER SPECIALIST (SOFTWARE)","ADMIN FOR CHILDREN'S SVCS"
"Annual",68239,85644,"Internal","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",73000,93000,"Internal","M1",1,"ADMINISTRATION PUBLIC RECORD O","DEPARTMENT OF TRANSPORTATION"
"Annual",73000,93000,"External","M1",1,"ADMINISTRATION PUBLIC RECORD O","DEPARTMENT OF TRANSPORTATION"
"Annual",45385,61669,"Internal","01",1,"ACCOUNTANT","DEPT OF DESIGN & CONSTRUCTION"
"Annual",45385,61669,"External","01",1,"ACCOUNTANT","DEPT OF DESIGN & CONSTRUCTION"
"Annual",75000,115000,"Internal","00",1,"IT AUTOMATION AND MONITORING E","DEPT OF INFO TECH & TELECOMM"
"Annual",75000,115000,"External","00",1,"IT AUTOMATION AND MONITORING E","DEPT OF INFO TECH & TELECOMM"
"Annual",42856,49284,"Internal","01",1,"PRINCIPAL ADMINISTRATIVE ASSOC","DEPARTMENT OF FINANCE"
"Daily",74,106,"Internal","04",1,"CITY MEDICAL SPECIALIST (PART-","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",83323,108101,"Internal","03",1,"COMPUTER SPECIALIST (SOFTWARE)","ADMIN FOR CHILDREN'S SVCS"
"Annual",83323,108101,"External","03",1,"COMPUTER SPECIALIST (SOFTWARE)","ADMIN FOR CHILDREN'S SVCS"
"Annual",100000,120000,"External","M1",1,"COMPUTER SYSTEMS MANAGER","OFF OF PAYROLL ADMINISTRATION"
"Daily",74,106,"External","04",1,"CITY MEDICAL SPECIALIST (PART-","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",48410,60000,"Internal","00",10,"INSPECTOR (BOILERS)","DEPARTMENT OF BUILDINGS"
"Annual",48410,60000,"External","00",10,"INSPECTOR (BOILERS)","DEPARTMENT OF BUILDINGS"
"Annual",45028,60000,"External","00",10,"INSPECTOR (LOW PRESSURE BOILER","DEPARTMENT OF BUILDINGS"
"Annual",45028,60000,"Internal","00",10,"INSPECTOR (LOW PRESSURE BOILER","DEPARTMENT OF BUILDINGS"
"Hourly",21,30,"Internal","02",1,"PARALEGAL AIDE","LAW DEPARTMENT"
"Annual",100000,120000,"Internal","M1",1,"COMPUTER SYSTEMS MANAGER","OFF OF PAYROLL ADMINISTRATION"
"Annual",37492,59863,"External","00",5,"INVESTIGATOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",37492,59863,"Internal","00",5,"INVESTIGATOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",21,30,"External","02",1,"PARALEGAL AIDE","LAW DEPARTMENT"
"Annual",48410,60000,"Internal","00",30,"INSPECTOR (PLUMBING)","DEPARTMENT OF BUILDINGS"
"Annual",48410,60000,"External","00",30,"INSPECTOR (PLUMBING)","DEPARTMENT OF BUILDINGS"
"Annual",53051,95000,"Internal","M1",1,"ADMINISTRATIVE ARCHITECT","DEPARTMENT OF FINANCE"
"Annual",53051,95000,"External","M1",1,"ADMINISTRATIVE ARCHITECT","DEPARTMENT OF FINANCE"
"Annual",77157,99406,"Internal","02",1,"COMPUTER SPECIALIST (SOFTWARE)","ADMIN FOR CHILDREN'S SVCS"
"Annual",77157,99406,"External","02",1,"COMPUTER SPECIALIST (SOFTWARE)","ADMIN FOR CHILDREN'S SVCS"
"Annual",53051,145991,"External","M1",1,"COMPUTER SYSTEMS MANAGER","ADMIN FOR CHILDREN'S SVCS"
"Annual",83323,105000,"External","03",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPT OF INFO TECH & TELECOMM"
"Annual",83323,105000,"Internal","03",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPT OF INFO TECH & TELECOMM"
"Annual",58675,130000,"Internal","M2",1,"COMPUTER SYSTEMS MANAGER","DEPARTMENT OF FINANCE"
"Annual",53051,145991,"Internal","M1",1,"COMPUTER SYSTEMS MANAGER","ADMIN FOR CHILDREN'S SVCS"
"Annual",77157,99406,"External","02",1,"COMPUTER SPECIALIST (SOFTWARE)","POLICE DEPARTMENT"
"Annual",57969,70142,"Internal","01",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",57969,70142,"External","01",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",58675,130000,"External","M2",1,"COMPUTER SYSTEMS MANAGER","DEPARTMENT OF FINANCE"
"Annual",53051,125000,"Internal","M1",2,"COMPUTER SYSTEMS MANAGER","DEPARTMENT OF FINANCE"
"Annual",53051,125000,"External","M1",2,"COMPUTER SYSTEMS MANAGER","DEPARTMENT OF FINANCE"
"Annual",53051,110000,"Internal","M1",1,"COMPUTER SYSTEMS MANAGER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",53051,110000,"External","M1",1,"COMPUTER SYSTEMS MANAGER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",64510,74187,"Internal","02",1,"SPECIAL CONSULTANT (MENTAL HEA","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",64510,74187,"External","02",1,"SPECIAL CONSULTANT (MENTAL HEA","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",46163,57293,"Internal","00",1,"SOCIAL WORKER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",34644,40000,"Internal","00",1,"COMMUNITY ASSOCIATE","ADMIN TRIALS AND HEARINGS"
"Annual",53051,100000,"Internal","M1",1,"COMPUTER SYSTEMS MANAGER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",53051,100000,"External","M1",1,"COMPUTER SYSTEMS MANAGER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",48535,132061,"External","00",1,"ADM ENGINEER (NON MGRL)","DEPARTMENT OF TRANSPORTATION"
"Annual",46163,57293,"External","00",1,"SOCIAL WORKER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",69215,101324,"External","03",1,"COMPUTER ASSOC (SOFTWARE)","DEPT OF ENVIRONMENT PROTECTION"
"Annual",69215,101324,"Internal","03",1,"COMPUTER ASSOC (SOFTWARE)","DEPT OF ENVIRONMENT PROTECTION"
"Annual",51586,77404,"Internal","00",5,"ASSISTANT CIVIL ENGINEER","DEPARTMENT OF TRANSPORTATION"
"Annual",48535,132061,"Internal","00",1,"ADM ENGINEER (NON MGRL)","DEPARTMENT OF TRANSPORTATION"
"Annual",40131,59548,"Internal","02",1,"COMPUTER SERVICE TECHNICIAN (C","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",40131,59548,"External","02",1,"COMPUTER SERVICE TECHNICIAN (C","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",51586,77404,"External","00",5,"ASSISTANT CIVIL ENGINEER","DEPARTMENT OF TRANSPORTATION"
"Hourly",27,42,"External","00",1,"COMMUNITY COORDINATOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",27,42,"Internal","00",1,"COMMUNITY COORDINATOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",67467,98882,"External","02",1,"ASSOCIATE PROJECT MANAGER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",67467,98882,"Internal","02",1,"ASSOCIATE PROJECT MANAGER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",38251,65771,"External","01",1,"BUSINESS PROMOTION COORDINATOR","DEPARTMENT OF BUSINESS SERV."
"Annual",38251,65771,"Internal","01",1,"BUSINESS PROMOTION COORDINATOR","DEPARTMENT OF BUSINESS SERV."
"Annual",73144,188733,"Internal","M4",1,"ASSISTANT COMMISSIONER (DBS)","DEPARTMENT OF BUSINESS SERV."
"Annual",73144,188733,"External","M4",1,"ASSISTANT COMMISSIONER (DBS)","DEPARTMENT OF BUSINESS SERV."
"Annual",64394,96499,"Internal","02",1,"AGENCY ATTORNEY","POLICE DEPARTMENT"
"Annual",64394,96499,"External","02",1,"AGENCY ATTORNEY","POLICE DEPARTMENT"
"Annual",56257,68304,"Internal","00",1,"AGENCY ATTORNEY INTERNE","POLICE DEPARTMENT"
"Annual",56257,68304,"External","00",1,"AGENCY ATTORNEY INTERNE","POLICE DEPARTMENT"
"Annual",57969,70142,"Internal","01",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",57969,70142,"External","01",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",68239,85644,"External","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",38251,65771,"Internal","01",1,"BUSINESS PROMOTION COORDINATOR","DEPARTMENT OF BUSINESS SERV."
"Annual",38251,65771,"External","01",1,"BUSINESS PROMOTION COORDINATOR","DEPARTMENT OF BUSINESS SERV."
"Annual",58675,156793,"External","M2",1,"ADMINISTRATIVE BUSINESS PROMOT","DEPARTMENT OF BUSINESS SERV."
"Annual",87203,131623,"External","04",1,"CERTIFIED IT ADMINISTRATOR (LA","POLICE DEPARTMENT"
"Annual",87203,131623,"Internal","04",1,"CERTIFIED IT ADMINISTRATOR (LA","POLICE DEPARTMENT"
"Annual",68637,68637,"External","00",1,"JUNIOR PUBLIC HEALTH NURSE","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",68637,68637,"Internal","00",1,"JUNIOR PUBLIC HEALTH NURSE","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",74066,92308,"External","01",1,"COMPUTER SPECIALIST (SOFTWARE)","ADMIN FOR CHILDREN'S SVCS"
"Annual",58675,156793,"Internal","M2",1,"ADMINISTRATIVE BUSINESS PROMOT","DEPARTMENT OF BUSINESS SERV."
"Annual",58675,156793,"External","M2",1,"ADMINISTRATIVE BUSINESS PROMOT","DEPARTMENT OF BUSINESS SERV."
"Annual",58675,156793,"Internal","M2",1,"ADMINISTRATIVE BUSINESS PROMOT","DEPARTMENT OF BUSINESS SERV."
"Annual",58675,156793,"External","M2",1,"ADMINISTRATIVE BUSINESS PROMOT","DEPARTMENT OF BUSINESS SERV."
"Annual",74066,92308,"Internal","01",1,"COMPUTER SPECIALIST (SOFTWARE)","ADMIN FOR CHILDREN'S SVCS"
"Annual",49984,67030,"Internal","01",1,"PUBLIC HEALTH EPIDEMIOLOGIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",49984,67030,"External","01",1,"PUBLIC HEALTH EPIDEMIOLOGIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",48895,75900,"External","00",2,"COMMUNITY COORDINATOR","POLICE DEPARTMENT"
"Annual",58675,156793,"Internal","M2",1,"ADMINISTRATIVE BUSINESS PROMOT","DEPARTMENT OF BUSINESS SERV."
"Annual",65107,173663,"Internal","M3",1,"ADMINISTRATIVE BUSINESS PROMOT","DEPARTMENT OF BUSINESS SERV."
"Annual",65107,173663,"External","M3",1,"ADMINISTRATIVE BUSINESS PROMOT","DEPARTMENT OF BUSINESS SERV."
"Annual",57969,70142,"External","01",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",74066,100000,"Internal","01",1,"CERT IT DEVELOPER (APP)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",77157,99406,"Internal","02",1,"COMPUTER SPECIALIST (SOFTWARE)","POLICE DEPARTMENT"
"Annual",68239,85644,"Internal","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",57969,70142,"Internal","01",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",76340,100322,"External","03",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",76340,100322,"Internal","03",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",32888,37821,"External","03",1,"CLERICAL ASSOCIATE","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",32888,37821,"Internal","03",1,"CLERICAL ASSOCIATE","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",72805,101148,"External","02",1,"MECHANICAL ENGINEER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",72805,101148,"Internal","02",1,"MECHANICAL ENGINEER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",73144,188733,"External","M4",1,"ASSISTANT COMMISSIONER (DBS)","DEPARTMENT OF BUSINESS SERV."
"Annual",55000,65000,"External","02",1,"INVESTIGATOR (EMPLOYEE DISCIPL","HOUSING PRESERVATION & DVLPMNT"
"Annual",87461,127125,"Internal","4B",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",87461,127125,"External","4B",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",47,60,"Internal","4A",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",55000,65000,"Internal","02",1,"INVESTIGATOR (EMPLOYEE DISCIPL","HOUSING PRESERVATION & DVLPMNT"
"Annual",46466,56270,"External","00",1,"CONSTRUCTION PROJECT MANAGER I","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",46466,56270,"Internal","00",1,"CONSTRUCTION PROJECT MANAGER I","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",77157,99406,"Internal","02",1,"COMPUTER SPECIALIST (SOFTWARE)","LAW DEPARTMENT"
"Hourly",47,60,"External","4A",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",52000,52000,"Internal","00",1,"MECHANICAL ENGINEERING INTERN","DEPT OF ENVIRONMENT PROTECTION"
"Annual",52000,52000,"External","00",1,"MECHANICAL ENGINEERING INTERN","DEPT OF ENVIRONMENT PROTECTION"
"Annual",53051,145991,"Internal","M1",2,"ADMINISTRATIVE DIRECTOR OF RES","ADMIN FOR CHILDREN'S SVCS"
"Annual",73144,188733,"Internal","M4",1,"ASSISTANT COMMISSIONER (DBS)","DEPARTMENT OF BUSINESS SERV."
"Annual",46466,56270,"Internal","00",5,"CONSTRUCTION PROJECT MANAGER I","DEPARTMENT OF TRANSPORTATION"
"Annual",53051,145991,"External","M1",2,"ADMINISTRATIVE DIRECTOR OF RES","ADMIN FOR CHILDREN'S SVCS"
"Annual",73144,185000,"External","M4",1,"CITY DEPUTY MEDICAL DIRECTOR","DEPT. OF HOMELESS SERVICES"
"Annual",73144,185000,"Internal","M4",1,"CITY DEPUTY MEDICAL DIRECTOR","DEPT. OF HOMELESS SERVICES"
"Annual",47951,69703,"External","02",1,"PRINCIPAL ADMINISTRATIVE ASSOC","DEPT OF ENVIRONMENT PROTECTION"
"Annual",47951,69703,"Internal","02",1,"PRINCIPAL ADMINISTRATIVE ASSOC","DEPT OF ENVIRONMENT PROTECTION"
"Annual",46466,56270,"External","00",5,"CONSTRUCTION PROJECT MANAGER I","DEPARTMENT OF TRANSPORTATION"
"Annual",57517,133857,"External","00",1,"ADMINISTRATIVE PROCUREMENT ANA","DEPARTMENT OF TRANSPORTATION"
"Annual",57517,133857,"Internal","00",1,"ADMINISTRATIVE PROCUREMENT ANA","DEPARTMENT OF TRANSPORTATION"
"Annual",49000,55000,"External","00",2,"COMMUNITY COORDINATOR","HOUSING PRESERVATION & DVLPMNT"
"Annual",48895,48895,"Internal","00",1,"COMMUNITY COORDINATOR","HOUSING PRESERVATION & DVLPMNT"
"Annual",48895,48895,"External","00",1,"COMMUNITY COORDINATOR","HOUSING PRESERVATION & DVLPMNT"
"Annual",61237,88686,"External","01",5,"CIVIL ENGINEER","DEPARTMENT OF TRANSPORTATION"
"Annual",53051,100000,"Internal","M1",1,"COMPUTER SYSTEMS MANAGER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",61237,88686,"Internal","01",5,"CIVIL ENGINEER","DEPARTMENT OF TRANSPORTATION"
"Annual",70199,81703,"Internal","00",1,"MACHINIST","DEPT OF ENVIRONMENT PROTECTION"
"Annual",49000,55000,"Internal","00",2,"COMMUNITY COORDINATOR","HOUSING PRESERVATION & DVLPMNT"
"Annual",100000,100000,"Internal","00",1,"SENIOR IT ARCHITECT","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",76340,87791,"Internal","03",1,"CITY RESEARCH SCIENTIST","EQUAL EMPLOY PRACTICES COMM"
"Annual",100000,100000,"External","00",1,"SENIOR IT ARCHITECT","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",75000,120000,"External","00",1,"IT SECURITY SPECIALIST","DEPT OF INFO TECH & TELECOMM"
"Annual",75000,120000,"Internal","00",1,"IT SECURITY SPECIALIST","DEPT OF INFO TECH & TELECOMM"
"Annual",65107,132000,"Internal","M3",1,"ADMINISTRATIVE STAFF ANALYST (","DEPARTMENT OF BUILDINGS"
"Annual",48764,60000,"Internal","02",1,"CONFIDENTIAL INVESTIGATOR","DEPARTMENT OF INVESTIGATION"
"Annual",48764,60000,"External","02",1,"CONFIDENTIAL INVESTIGATOR","DEPARTMENT OF INVESTIGATION"
"Annual",29391,38131,"Internal","00",1,"COMMUNITY ASSISTANT","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",29391,38131,"External","00",1,"COMMUNITY ASSISTANT","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",75000,95000,"Internal","00",1,"IT SERVICE MANAGEMENT SPECIALI","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",75000,95000,"External","00",1,"IT SERVICE MANAGEMENT SPECIALI","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",65107,125000,"Internal","M3",1,"EXECUTIVE AGENCY COUNSEL","DEPARTMENT OF FINANCE"
"Annual",65107,125000,"External","M3",1,"EXECUTIVE AGENCY COUNSEL","DEPARTMENT OF FINANCE"
"Daily",218,218,"Internal","00",1,"ELECTRICIANS HELPER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",88417,209652,"External","M6",1,"ADMINISTRATIVE DIRECTOR OF SOC","DEPT. OF HOMELESS SERVICES"
"Annual",88417,209652,"Internal","M6",1,"ADMINISTRATIVE DIRECTOR OF SOC","DEPT. OF HOMELESS SERVICES"
"Annual",68239,78475,"Internal","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",68239,78475,"External","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",41057,47215,"Internal","00",1,"RESEARCH ASSISTANT","CONSUMER AFFAIRS"
"Daily",218,218,"External","00",1,"ELECTRICIANS HELPER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",37492,59863,"Internal","00",1,"INVESTIGATOR","DEPARTMENT OF TRANSPORTATION"
"Annual",37492,59863,"Internal","00",1,"INVESTIGATOR","DEPARTMENT OF TRANSPORTATION"
"Annual",41057,47215,"External","00",1,"RESEARCH ASSISTANT","CONSUMER AFFAIRS"
"Annual",37046,47955,"Internal","01",1,"COMPUTER SERVICE TECHNICIAN (C","LAW DEPARTMENT"
"Annual",37046,47955,"External","01",1,"COMPUTER SERVICE TECHNICIAN (C","LAW DEPARTMENT"
"Annual",69252,69252,"External","00",1,"STAFF NURSE","ADMIN FOR CHILDREN'S SVCS"
"Annual",53051,100000,"External","M1",1,"COMPUTER SYSTEMS MANAGER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",38251,65771,"External","01",1,"BUSINESS PROMOTION COORDINATOR","DEPARTMENT OF BUSINESS SERV."
"Annual",38251,65771,"Internal","01",1,"BUSINESS PROMOTION COORDINATOR","DEPARTMENT OF BUSINESS SERV."
"Annual",69252,69252,"Internal","00",1,"STAFF NURSE","ADMIN FOR CHILDREN'S SVCS"
"Annual",68239,83000,"Internal","02",1,"CITY RESEARCH SCIENTIST","HRA/DEPT OF SOCIAL SERVICES"
"Annual",68239,83000,"External","02",1,"CITY RESEARCH SCIENTIST","HRA/DEPT OF SOCIAL SERVICES"
"Annual",40772,50000,"External","01",1,"CONFIDENTIAL INVESTIGATOR","DEPARTMENT OF INVESTIGATION"
"Annual",69215,101324,"Internal","03",1,"COMPUTER ASSOC (SOFTWARE)","DEPT OF ENVIRONMENT PROTECTION"
"Annual",69215,101324,"External","03",1,"COMPUTER ASSOC (SOFTWARE)","DEPT OF ENVIRONMENT PROTECTION"
"Annual",34644,40000,"Internal","00",1,"COMMUNITY ASSOCIATE","ADMIN TRIALS AND HEARINGS"
"Annual",34644,40000,"External","00",1,"COMMUNITY ASSOCIATE","ADMIN TRIALS AND HEARINGS"
"Annual",34644,40000,"External","00",1,"COMMUNITY ASSOCIATE","ADMIN TRIALS AND HEARINGS"
"Annual",40772,50000,"Internal","01",1,"CONFIDENTIAL INVESTIGATOR","DEPARTMENT OF INVESTIGATION"
"Annual",68239,85644,"External","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",68239,85644,"Internal","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",35440,40756,"Internal","00",10,"SCIENTIST (WATER ECOLOGY) TRAI","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",35440,40756,"External","00",10,"SCIENTIST (WATER ECOLOGY) TRAI","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",47839,70058,"Internal","02",9,"SCIENTIST (WATER ECOLOGY)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",47839,70058,"External","02",9,"SCIENTIST (WATER ECOLOGY)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",46303,67469,"Internal","01",4,"COMPUTER ASSOC (OPERATIONS)","POLICE DEPARTMENT"
"Annual",46303,67469,"External","01",4,"COMPUTER ASSOC (OPERATIONS)","POLICE DEPARTMENT"
"Annual",77157,96981,"External","02",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPT OF CITYWIDE ADMIN SVCS"
"Annual",42856,49284,"Internal","01",1,"PRINCIPAL ADMINISTRATIVE ASSOC","DEPARTMENT OF FINANCE"
"Annual",42856,49284,"Internal","01",1,"PRINCIPAL ADMINISTRATIVE ASSOC","DEPARTMENT OF FINANCE"
"Annual",53051,145991,"Internal","M1",1,"COMPUTER OPERATIONS MANAGER (S","POLICE DEPARTMENT"
"Annual",53051,145991,"External","M1",1,"COMPUTER OPERATIONS MANAGER (S","POLICE DEPARTMENT"
"Annual",66300,88000,"Internal","03",2,"COMPUTER ASSOC (OPERATIONS)","DEPT OF INFO TECH & TELECOMM"
"Annual",55556,75794,"Internal","02",2,"COMPUTER ASSOC (OPERATIONS)","DEPT OF INFO TECH & TELECOMM"
"Annual",55556,75794,"External","02",2,"COMPUTER ASSOC (OPERATIONS)","DEPT OF INFO TECH & TELECOMM"
"Hourly",33,38,"Internal","02",3,"PUBLIC HEALTH NURSE","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",76340,87791,"External","03",1,"CITY RESEARCH SCIENTIST","EQUAL EMPLOY PRACTICES COMM"
"Annual",66300,88000,"External","03",2,"COMPUTER ASSOC (OPERATIONS)","DEPT OF INFO TECH & TELECOMM"
"Annual",58675,156793,"Internal","M2",1,"ADMINISTRATIVE BUSINESS PROMOT","DEPARTMENT OF BUSINESS SERV."
"Annual",58675,156793,"External","M2",1,"ADMINISTRATIVE BUSINESS PROMOT","DEPARTMENT OF BUSINESS SERV."
"Hourly",33,38,"External","02",3,"PUBLIC HEALTH NURSE","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",63817,95022,"Internal","00",1,"ASSOCIATE STAFF ANALYST","ADMIN FOR CHILDREN'S SVCS"
"Annual",77157,99406,"External","02",2,"COMPUTER SPECIALIST (SOFTWARE)","FIRE DEPARTMENT"
"Annual",77157,99406,"Internal","02",2,"COMPUTER SPECIALIST (SOFTWARE)","FIRE DEPARTMENT"
